Date,Open,High,Low,Close,Adj Close,Volume
2022-11-23,185.000000,186.080002,184.500000,185.080002,180.163223,2511000
2022-11-25,184.580002,185.000000,183.940002,184.110001,179.218994,1837000
2022-11-28,184.399994,185.490005,183.509995,183.889999,179.004837,6411400
2022-11-29,183.300003,183.419998,181.020004,182.589996,177.739349,4375400
2022-11-30,181.899994,185.699997,180.240005,185.509995,180.581772,7915600
2022-12-01,185.479996,186.330002,184.160004,185.899994,182.090210,4683300
2022-12-02,184.000000,186.309998,183.839996,185.690002,181.884537,3547700
2022-12-05,183.429993,183.940002,182.320007,183.119995,179.367203,4083200
2022-12-06,183.750000,184.289993,180.699997,181.630005,177.907761,5835100
2022-12-07,181.809998,182.449997,180.690002,182.179993,178.446457,4241700
2022-12-08,181.809998,183.979996,181.259995,183.779999,180.013687,3800800
2022-12-09,184.210007,184.210007,183.050003,183.100006,179.347626,3116100
2022-12-12,184.179993,184.179993,182.360001,183.970001,180.199783,4691400
2022-12-13,186.479996,186.839996,182.940002,183.869995,180.101822,5634900
2022-12-14,184.070007,185.880005,182.130005,183.360001,179.602280,5392500
2022-12-15,181.979996,182.710007,178.389999,180.250000,176.556030,6127800
2022-12-16,180.080002,181.190002,178.479996,180.339996,176.644165,15708100
2022-12-19,180.860001,183.470001,180.350006,181.339996,177.623672,4447800
2022-12-20,181.820007,182.250000,180.639999,181.229996,177.515930,3249000
2022-12-21,181.550003,183.679993,181.399994,182.500000,178.759918,4236900
2022-12-22,181.860001,182.050003,178.919998,181.089996,177.378784,4304700
2022-12-23,180.910004,182.550003,180.449997,182.259995,178.524826,2197800
2022-12-27,183.279999,183.610001,182.270004,183.070007,179.318222,3045000
2022-12-28,184.100006,184.539993,181.639999,181.750000,178.025269,2694300
2022-12-29,181.919998,182.860001,181.889999,181.979996,178.250565,2549200
2022-12-30,181.380005,181.960007,179.289993,180.660004,176.957626,3136200
2023-01-03,180.589996,180.750000,176.570007,179.410004,175.733231,5137400
2023-01-04,179.410004,180.539993,177.550003,178.970001,175.302261,4771300
2023-01-05,177.960007,178.770004,176.860001,177.100006,173.470566,3647100
2023-01-06,178.809998,181.830002,178.800003,181.100006,177.388611,3713200
2023-01-09,180.440002,182.770004,178.809998,179.330002,175.654861,3319200
2023-01-10,178.789993,179.529999,177.089996,177.850006,174.205215,3817300
2023-01-11,179.389999,179.710007,175.679993,178.050003,174.401093,4369900
2023-01-12,177.660004,178.369995,175.320007,175.779999,172.177612,4246600
2023-01-13,175.399994,175.729996,174.169998,175.240005,171.648697,4720400
2023-01-17,176.149994,177.550003,175.490005,176.059998,172.451889,5032600
2023-01-18,175.240005,175.740005,171.330002,171.619995,168.102875,5032600
2023-01-19,171.279999,172.169998,169.479996,169.630005,166.153671,4720400
2023-01-20,168.949997,169.889999,167.460007,169.880005,166.398544,5779100
2023-01-23,170.009995,170.759995,168.720001,169.119995,165.654114,5440400
2023-01-24,169.610001,170.869995,168.449997,170.690002,167.191940,4125600
2023-01-25,170.339996,171.979996,169.339996,171.929993,168.406525,3852800
2023-01-26,171.639999,171.669998,170.039993,170.220001,166.731567,4558400
2023-01-27,169.770004,170.229996,168.580002,169.619995,166.143860,5451400
2023-01-30,169.779999,171.460007,169.139999,169.479996,166.006714,5191500
2023-01-31,170.199997,171.070007,169.320007,171.020004,167.515182,4665500
2023-02-01,170.880005,172.320007,169.509995,171.559998,168.044098,4147700
2023-02-02,169.460007,170.559998,168.509995,169.970001,166.486694,5653800
2023-02-03,170.960007,171.289993,167.050003,169.119995,165.654114,5308200
2023-02-06,169.740005,172.380005,169.589996,171.820007,168.298798,5640000
2023-02-07,170.289993,172.029999,169.259995,171.559998,168.044098,6044700
2023-02-08,171.000000,171.330002,170.240005,171.160004,167.652313,5687300
2023-02-09,175.320007,176.490005,172.039993,172.779999,169.239105,9619400
2023-02-10,173.119995,176.589996,172.649994,176.199997,172.589020,6176000
2023-02-13,176.259995,178.229996,176.039993,177.770004,174.126862,5205100
2023-02-14,177.100006,177.250000,174.789993,175.770004,172.167831,5203000
2023-02-15,175.000000,176.050003,174.589996,176.009995,172.402908,4125500
2023-02-16,174.740005,176.899994,174.539993,175.509995,171.913147,4973200
2023-02-17,175.160004,176.419998,174.830002,176.279999,172.667389,3952100
2023-02-21,175.580002,177.410004,174.669998,176.179993,172.569427,5797300
2023-02-22,176.720001,177.429993,175.770004,176.119995,172.510651,5299500
2023-02-23,176.660004,176.990005,174.990005,176.309998,172.696762,3801400
2023-02-24,175.460007,176.330002,174.289993,175.960007,172.353943,2959100
2023-02-27,176.970001,177.250000,175.649994,175.910004,172.304977,3208500
2023-02-28,174.880005,175.059998,173.199997,173.529999,169.973724,4317100
2023-03-01,172.320007,172.460007,169.119995,171.330002,167.818832,5359100
2023-03-02,170.509995,173.759995,169.779999,173.320007,170.915253,4476300
2023-03-03,173.000000,173.449997,171.330002,173.149994,170.747620,3627100
2023-03-06,172.220001,173.660004,172.220001,173.500000,171.092773,3611400
2023-03-07,173.669998,174.259995,171.869995,172.639999,170.244705,4094900
2023-03-08,172.679993,173.360001,171.779999,173.110001,170.708176,2920200
2023-03-09,173.619995,174.360001,171.199997,171.800003,169.416336,4042100
2023-03-10,172.529999,174.240005,170.960007,172.029999,169.643158,4129900
2023-03-13,172.759995,177.229996,172.610001,173.710007,171.299850,8265100
2023-03-14,172.490005,173.809998,171.570007,173.529999,171.122345,6480800
2023-03-15,173.529999,176.660004,173.190002,176.630005,174.179337,7099800
2023-03-16,176.610001,177.000000,175.320007,176.509995,174.060989,4734400
2023-03-17,176.509995,176.690002,174.229996,175.130005,172.700134,8854600
2023-03-20,176.500000,177.679993,175.509995,177.589996,175.126007,4367000
2023-03-21,177.660004,178.169998,176.279999,178.009995,175.540176,3812000
2023-03-22,177.839996,179.369995,176.419998,176.509995,174.060989,4380800
2023-03-23,176.059998,177.220001,175.020004,175.649994,173.212921,4655600
2023-03-24,176.529999,179.339996,176.389999,179.089996,176.605194,3713800
2023-03-27,179.580002,180.649994,179.309998,179.490005,176.999649,4078600
2023-03-28,179.330002,180.460007,179.330002,179.429993,176.940475,2850000
2023-03-29,180.649994,180.910004,179.990005,180.669998,178.163284,4496000
2023-03-30,181.000000,181.330002,180.080002,180.830002,178.321060,2743000
2023-03-31,182.160004,182.490005,181.320007,182.300003,179.770676,4479800
2023-04-03,181.899994,182.759995,180.399994,182.500000,179.967896,3902300
2023-04-04,182.179993,183.360001,181.100006,181.850006,179.326904,3306400
2023-04-05,183.250000,184.960007,183.059998,183.639999,181.092072,3826300
2023-04-06,183.300003,184.740005,183.100006,184.360001,181.802078,3389700
2023-04-10,183.830002,183.899994,181.690002,183.199997,180.658173,2408100
2023-04-11,183.419998,183.880005,182.759995,182.919998,180.382065,3586700
2023-04-12,182.690002,183.779999,182.250000,182.559998,180.027054,3620900
2023-04-13,182.619995,184.610001,182.110001,184.380005,181.821808,4303600
2023-04-14,183.339996,184.020004,182.919998,183.509995,180.963882,2572900
2023-04-17,184.190002,184.750000,183.479996,184.449997,181.890823,3224400
2023-04-18,184.770004,185.220001,183.740005,184.830002,182.265549,2438600
2023-04-19,185.240005,185.320007,184.259995,184.720001,182.157089,2209900
2023-04-20,184.839996,186.039993,184.199997,185.330002,182.758621,3868200
2023-04-21,185.990005,186.380005,185.130005,185.410004,182.837524,3781800
2023-04-24,186.500000,186.570007,185.020004,185.500000,182.926270,3540200
2023-04-25,186.559998,190.179993,186.240005,189.710007,187.077866,6231600
2023-04-26,188.479996,189.419998,187.869995,188.539993,185.924088,4481700
2023-04-27,188.179993,189.949997,187.509995,189.690002,187.058136,4574500
2023-04-28,189.899994,191.619995,189.639999,190.889999,188.241470,4607500
2023-05-01,190.449997,192.330002,190.279999,191.679993,189.020508,3137800
2023-05-02,191.360001,192.500000,189.750000,192.250000,189.582611,3712200
2023-05-03,192.580002,193.250000,191.779999,192.179993,189.513580,3389600
2023-05-04,193.080002,193.949997,192.160004,193.380005,190.696930,4267600
2023-05-05,192.820007,194.479996,192.389999,194.270004,191.574585,4146500
2023-05-08,193.399994,194.000000,192.649994,193.350006,190.667358,2249900
2023-05-09,193.860001,194.669998,192.710007,194.139999,191.446396,3087600
2023-05-10,194.110001,195.580002,192.669998,194.270004,191.574585,4352900
2023-05-11,194.279999,195.520004,193.000000,195.339996,192.629730,3690200
2023-05-12,195.339996,196.220001,194.949997,196.119995,193.398911,2739800
2023-05-15,196.570007,196.880005,194.000000,194.270004,191.574585,2946400
2023-05-16,194.479996,194.479996,192.539993,193.429993,190.746231,5803100
2023-05-17,193.309998,193.589996,190.839996,192.059998,189.395233,4878800
2023-05-18,191.320007,191.710007,190.410004,191.559998,188.902191,3709400
2023-05-19,192.460007,192.860001,191.100006,191.839996,189.178284,3883000
2023-05-22,191.190002,191.389999,186.410004,186.639999,184.050446,5787000
2023-05-23,186.490005,186.630005,184.589996,186.070007,183.488373,6382300
2023-05-24,186.270004,186.740005,184.369995,184.889999,182.324722,3721000
2023-05-25,182.699997,184.220001,181.949997,183.800003,181.249863,4712700
2023-05-26,183.710007,184.250000,182.399994,183.580002,181.032913,4449300
2023-05-30,182.059998,183.089996,180.699997,181.610001,179.090225,4331800
2023-05-31,182.860001,184.619995,181.460007,182.350006,179.819977,20414600
2023-06-01,182.419998,182.690002,180.800003,182.190002,180.917252,5277400
2023-06-02,182.020004,184.289993,181.699997,184.059998,182.774185,4288300
2023-06-05,183.850006,186.169998,183.610001,184.190002,182.903275,4311700
2023-06-06,184.979996,185.119995,180.429993,181.559998,180.291641,3975600
2023-06-07,180.710007,181.740005,179.699997,180.110001,178.851776,5162700
2023-06-08,179.699997,182.300003,179.330002,182.100006,180.827881,4036100
2023-06-09,181.710007,182.830002,181.000000,182.350006,181.076141,3200100
2023-06-12,182.490005,182.729996,180.690002,181.899994,180.629272,4207100
2023-06-13,182.130005,182.190002,181.080002,181.539993,180.271790,2838700
2023-06-14,182.000000,183.649994,181.440002,183.169998,181.890396,3559300
2023-06-15,184.259995,186.169998,183.520004,185.710007,184.412659,4326100
2023-06-16,186.139999,187.589996,185.699997,186.039993,184.740341,8925100
2023-06-20,186.539993,187.869995,185.240005,185.309998,184.015457,4154800
2023-06-21,185.720001,186.880005,184.190002,185.429993,184.134613,3832400
2023-06-22,186.729996,187.580002,185.869995,187.350006,186.041214,3185800
2023-06-23,188.000000,188.000000,185.949997,186.070007,184.770157,7592600
2023-06-26,186.160004,186.429993,184.119995,184.889999,183.598389,3706100
2023-06-27,184.669998,186.610001,183.960007,186.220001,184.919098,5763000
2023-06-28,186.250000,186.740005,183.380005,183.699997,182.416702,5193900
2023-06-29,183.250000,183.889999,181.389999,183.880005,182.595444,5770400
2023-06-30,184.039993,185.520004,183.880005,185.220001,183.926086,7635100
2023-07-03,184.300003,185.639999,183.470001,185.600006,184.303436,2389000
2023-07-05,185.000000,186.690002,184.970001,186.580002,185.276581,5277100
2023-07-06,185.809998,186.750000,184.889999,186.600006,185.296448,5592100
2023-07-07,185.820007,185.880005,183.029999,183.080002,181.801041,6309900
2023-07-10,184.070007,185.910004,183.779999,184.300003,183.012512,5508800
2023-07-11,184.380005,184.729996,182.419998,183.979996,182.694748,3915200
2023-07-12,183.979996,184.610001,182.979996,183.169998,181.890396,6080100
2023-07-13,185.800003,188.059998,183.259995,187.529999,186.219940,8223100
2023-07-14,187.860001,188.630005,187.089996,188.210007,186.895203,4467000
2023-07-17,186.339996,187.009995,185.419998,185.630005,184.333221,5637400
2023-07-18,185.440002,186.820007,183.820007,184.449997,183.161453,5684100
2023-07-19,185.000000,186.600006,184.419998,186.259995,184.958817,4140800
2023-07-20,187.500000,189.990005,186.809998,189.300003,187.977585,5056500
2023-07-21,190.110001,191.470001,189.300003,190.160004,188.831573,15021400
2023-07-24,190.589996,191.429993,190.139999,190.919998,189.586258,4225800
2023-07-25,190.410004,192.009995,190.059998,191.360001,190.023193,3521600
2023-07-26,191.119995,192.380005,190.059998,191.600006,190.261520,3898900
2023-07-27,192.000000,192.289993,188.399994,188.529999,187.212952,4141800
2023-07-28,190.139999,191.369995,189.789993,190.309998,188.980515,5602300
2023-07-31,189.449997,189.589996,186.850006,187.460007,186.150436,5687700
2023-08-01,187.490005,188.600006,186.399994,186.820007,185.514908,2853900
2023-08-02,186.589996,189.970001,186.399994,188.309998,186.994492,4285900
2023-08-03,188.169998,189.220001,186.970001,187.119995,185.812805,2857400
2023-08-04,187.119995,188.009995,184.350006,184.600006,183.310425,4650400
2023-08-07,185.279999,187.210007,185.100006,186.889999,185.584412,3323400
2023-08-08,187.199997,187.479996,184.029999,184.440002,183.151535,5017900
2023-08-09,183.880005,185.000000,182.630005,183.979996,182.694748,4413100
2023-08-10,184.220001,185.589996,183.529999,183.750000,182.466354,3727200
2023-08-11,184.000000,184.279999,183.279999,184.039993,182.754318,2872500
2023-08-14,184.389999,184.860001,183.130005,183.619995,182.337250,3385600
2023-08-15,183.149994,183.460007,181.130005,181.350006,180.083130,3331800
2023-08-16,181.600006,182.949997,180.949997,181.210007,179.944107,2633700
2023-08-17,181.210007,181.410004,178.320007,178.449997,177.203369,4503000
2023-08-18,178.460007,179.550003,177.270004,178.179993,176.935257,6020300
2023-08-21,177.729996,177.960007,176.229996,177.050003,175.813156,4284100
2023-08-22,176.179993,176.820007,175.309998,175.699997,174.472580,3491500
2023-08-23,177.250000,178.279999,176.369995,178.119995,176.875671,4042700
2023-08-24,178.009995,180.440002,177.100006,177.179993,175.942245,5709800
2023-08-25,178.059998,179.710007,177.839996,179.419998,178.166595,4710700
2023-08-28,180.820007,181.179993,179.339996,180.250000,178.990799,3189800
2023-08-29,180.300003,181.220001,179.020004,180.929993,179.666046,4368600
2023-08-30,181.460007,182.259995,180.720001,181.080002,179.815002,3153400
2023-08-31,179.339996,179.630005,177.860001,177.919998,177.919998,5566700
2023-09-01,178.729996,178.809998,174.639999,175.320007,175.320007,4800400
2023-09-05,175.270004,175.880005,173.649994,174.160004,174.160004,5081800
2023-09-06,174.919998,174.990005,173.479996,174.729996,174.729996,5933800
2023-09-07,175.850006,177.059998,175.210007,176.399994,176.399994,4934300
